commenter_co,commenter_movie,commenter_name,commenter_page,commenter_star,commenter_time,commenter_zan
" 惨啊，太惨了。来美国以后第一次听到有人在影院里哭。剧情和感情之细腻简直是日本电影。完全可以脑补是枝裕和导这个片，由ARATA或者龙平来演男主。
        ",海边的曼彻斯特 短评,Patrick/小白,https://www.douban.com/people/acepatrick/,力荐,"
                    2017-01-05
                ",757
" 逃避虽然可耻但是有用。
        ",海边的曼彻斯特 短评,pillbug,https://www.douban.com/people/pillbug/,力荐,"
                    2017-01-14
                ",772
" 又名《回忆杀》。有遗憾和失望，二刷后感觉对角色的好感甚于电影，卡西的角色写得演得太饱满了，让我对这个角色产生了依恋感。
        ",海边的曼彻斯特 短评,陀螺凡达可,https://www.douban.com/people/cabaret/,推荐,"
                    2016-12-14
                ",600
" 将近满分。细细想来是一个非常虐心的故事，但是导演用细碎和精妙的的叙事和闪回将整部电影拍的克制十足。看似不甚合理的主次编排却恰好反映了这男人最真实的生活场景。卡西·阿弗莱克表演十分惊艳，看好一个影帝提名。
        ",海边的曼彻斯特 短评,Madison,https://www.douban.com/people/34347136/,力荐,"
                    2016-10-08
                ",577
" 看出来了，奥斯卡就是集五福，俗到没朋友。这种丧不出来非要丧的东西，竟然还有人说这是生活
        ",海边的曼彻斯特 短评,glim,https://www.douban.com/people/glim/,较差,"
                    2017-01-27
                ",396
" 这么多年看电影教会我尤为重要的一点就是独立意识，不要去迷信什么口碑，自己的感受是怎样就怎样，怒我直言，真没看出这片子好到了什么程度。
        ",海边的曼彻斯特 短评,纬誺,https://www.douban.com/people/50900048/,还行,"
                    2017-01-25
                ",419
" 以前的生活哲理是“忘掉过去，才能往前”，这一部是“忘不掉，走不出，也是一种生活本真” 内心戏和回忆杀拍的太细腻…与《爱乐之城》并列2016年度最佳。
        ",海边的曼彻斯特 短评,影志,https://www.douban.com/people/tjz230/,力荐,"
                    2017-02-16
                ",383
" 互联网的发达，使我们也可以同步享受奥斯卡颁奖前的赏片月了。本片的长处是对遭遇家庭悲剧的主人公之心理崩溃及挣扎的刻画，编剧及表演是亮点。海边冬季小镇的明丽风景及温暖、厚重的古典音乐交融一体的描绘与舒解，也功不可没。
        ",海边的曼彻斯特 短评,谢飞导演,https://www.douban.com/people/114515320/,力荐,"
                    2017-02-18
                ",281
,海边的曼彻斯特 短评,,,,,
,海边的曼彻斯特 短评,,,,,
" 太吓人了！这片竟然是王胖子拍出来的...王晶认真起来，还是厉害的...所以，刘镇伟你呢？#十一档最高，甄子丹演的真好# 
        ",追龙 短评,朝阳区白百合,https://www.douban.com/people/50060410/,推荐,"
                    2017-09-20
                ",1489
" 王晶开辟了一个新类型——民族主义黑帮片。此片可作为新世纪后殖民主义港片的代表作，与具有分裂倾向的港毒片近身肉搏。
        ",追龙 短评,Hushnore,https://www.douban.com/people/chick_rock/,推荐,"
                    2017-09-30
                ",977
" 王胖子都认真起来拍电影了。屏幕前的你还有什么不努力逆袭的？
        ",追龙 短评,巴啦啦小魔仙,https://www.douban.com/people/54907599/,推荐,"
                    2017-09-22
                ",1187
" 128分钟王晶终于兑现了他承诺的，用十足的诚意呈现了一部扎实的影片。另一个导演关智耀不愧为摄影出身，有几个镜头令人印象深刻。强烈推荐粤语版！老甄豁出去了学了一口潮州话非常恩正。令人惊喜的依然是复古的港味，尤其城寨里的两段。最后为老刘打call，为老甄打call，雷洛和跛豪绝对真爱
        ",追龙 短评,quai,https://www.douban.com/people/quai/,力荐,"
                    2017-09-26
                ",1074
" 旧港式江湖情义与宏大叙事，小人物鲜活感人，跛豪、雷洛义结金兰存齿相依，从九龙寨逃生、金三角垄断毒品、ICAC反腐、街头围剿英国佬，都跌宕起伏，重现贪腐、官匪勾结、黑吃黑，血淋淋割耳朵脑袋、亲友惨死宿命，懂规矩不犯线黑白理论，徐冬冬卧卧底扯，但王晶认真超恐怖，至少比《雷诺》更霸道残暴
        ",追龙 短评,释凡,https://www.douban.com/people/seafans/,力荐,"
                    2017-09-21
                ",570
" “万般带不走，唯有孽随身。”居然蛮好看，虽然结尾匆忙，还有大概为了过审加了字幕。赌场长镜头，穿插叙事，暖黄的复古色调到冷冽的枪火，中间好像变色一次？某些段落好像看到了《美国往事》。黄日华等老港脸的出现，生死有命富贵在天的陈词，极恶有道，应该是王晶最出色的黑帮片，关智耀摄影功不可没
        ",追龙 短评,刘小黛,https://www.douban.com/people/darlingtudai/,推荐,"
                    2017-09-26
                ",501
" 雷洛加跛豪，王晶这回没有玩贱而是难得严肃了一回，整体制作非常老港片的味道，老派枭雄电影的感觉。刘德华果然是越来越有型了。
        ",追龙 短评,桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,还行,"
                    2017-10-01
                ",221
" 说这部片子比君の名は好看的...出来还我票钱！
        ",声之形 短评,CherryQ,https://www.douban.com/people/cherrye/,较差,"
                    2016-10-15
                ",1684
" 或许是我老了，真的无法体会这种做作敏感的“残酷青春”。莫名其妙就伤害了孤立了和解了，一点点事情搞得要死要活，归根结底还是太闲了还是没上班。
        ",声之形 短评,其实叫朗基努斯,https://www.douban.com/people/Mulholland/,还行,"
                    2017-04-10
                ",1452
" 画面细节表现很足，声优演技也够，早见不容易。不懂剧情！莫名其妙就圣母，莫名其妙就撕逼，莫名其妙就跳楼！当看到男主上一秒还昏迷不醒，下一秒就能拔掉所有仪器跑到公园找女主，我彻底崩溃。期待值已经很低了，但还是受不了两个半小时狗血盛宴。唯一亮点永束小胖子很萌。
        ",声之形 短评,Cenko,https://www.douban.com/people/dearjo/,较差,"
                    2016-09-21
                ",896
" 槽点很多，但意外地凑合能看，让人怀疑这是不是王晶拍的。
        ",追龙 短评,吃胶片的考拉,https://www.douban.com/people/thegreatkoala/,还行,"
                    2017-09-21
                ",278
" “生死之间我说了算”  3星，粤语版加分。王晶认真起来也还是当年的感觉，港片浪漫主义精髓，英雄片的延续。前半段是古惑仔，偏于写实；后半段是龙在江湖，做局复仇戏剧化强；人设是O记三合会+赌神，都是王晶以前很擅长的格式。置景很赞，甄子丹大佬范不错，德华版雷洛久违了，吴毅将演得好，赌圣笑喷
        ",追龙 短评,乌鸦火堂,https://www.douban.com/people/dreamfox/,推荐,"
                    2017-09-24
                ",314
" 王晶还是那个王晶，没有什么改变。就这样的水准也想拿奖？除非选片的人都瞎了...我们不能因为满分导演拍了95分的作品就否定他，也不能因为零分导演拍了一部40分的作品就把他夸上天。
        ",追龙 短评,有意识的贱民,https://www.douban.com/people/kejinlong/,较差,"
                    2017-09-30
                ",158
" 居然不难看，我都不相信你们敢相信我。然而我最爱的其实是里面的吴毅将，他和万梓良都属于那类演戏过分用力的演员，但这种演法演起黑社会时却入型入格，尤其看他夹着雪茄打鼓，我的妈土得太有腔调了好吗！看来下次得找马景涛来演黑社会了
        ",追龙 短评,五色全味,https://www.douban.com/people/wusequanwei/,还行,"
                    2017-09-30
                ",158
" 霸凌主題。男女主角後半有點狗血了。但我最受不了的是強行讓""大家都變好朋友""這點。群戲刻畫有限還硬上大團圓，連假面女川井哭哭做紙鶴都算一份，好恐怖，太一廂情願吧。就不能寫認清有""能""與""不能""? 而男主霸凌受懲罰，認知錯誤想彌補。但一旁附和並火上加油的人就不算? 且反倒受害者要一直檢討自己?
        ",声之形 短评,judy,https://www.douban.com/people/judy0420/,还行,"
                    2017-04-05
                ",845
" 男主小时候欺负了女主，长成少年后开始自己的救赎，为女主又是学手语又是当暖男，却不知道女主其实一直暗恋着他。——这么一等玛丽苏的剧情，给导演拍得形神散乱寻死觅活简直瞎透了！（谁要看你关于“霸凌”的命题作文啊？专心拍一个主题好吗？！）
        ",声之形 短评,同志亦凡人中文站,https://www.douban.com/people/3540441/,还行,"
                    2017-04-14
                ",625
" 自闭症少年与斯德哥尔摩综合症少女，并不存在的爱情。物化女性到极致。女主既要毫无缘由暗恋一个每天虐待自己的男生，还要被剥夺说话的权力，成为一个纯粹被赏玩、无法自我表达的存在。对于导演来说，没有自我，需要被男性拯救，还只会不停道歉的女性，也许就代表了“纯爱”吧。
        ",声之形 短评,西帕克,https://www.douban.com/people/colinpark/,很差,"
                    2017-08-26
                ",475
" 1.5 看完一肚子火。王晶这次黑英国人黑得有点过分，接近义和团思维了。毕竟要是没有港英政府，令尊当年留在上海能不能撑过文革都不一定。剧本写得也是一盘散沙，到底是单人枭雄逆袭奋斗片还是双雄对抗片都没想清楚，东拉西扯言不及义。
        ",追龙 短评,LOOK,https://www.douban.com/people/2049622/,很差,"
                    2017-09-30
                ",109
" 有些事冥冥之中总有牵连，当年阿豪打群架丢了只鞋，日后果然跛了只脚；猪油仔为雷洛装过钢板，日后子弹恰好射入胸口。生死依傍着何种命运，富贵牵连怎样的天机，谁都说不好。有你在的，敌阵夜闯，怒海也奔。当初入江湖，便发誓要做那时代的枭雄。时而恍惚，兄弟手足钱财无数；蓦然回首，身后万般虚空。
        ",追龙 短评,西楼尘,https://www.douban.com/people/xilouchen/,较差,"
                    2017-09-26
                ",137
" 王晶聪明和有眼光的地方在于他知道什么东西是好的，故事要怎么讲现在观众会喜欢，然后拿来为己所用；但拍摄技法和情感表现的方式还是很陈旧老套，没有进步，就像是一个多年以来好吃懒做的学生突然决定奋发图强，但临时抱佛脚考了个不错的分数，跟真正自己的能力相比，还是有不小差距。
        ",追龙 短评,隐,https://www.douban.com/people/1169348/,推荐,"
                    2017-09-22
                ",246
" 不知道比《君之名》好看到哪里去了
        ",声之形 短评,catbaron,https://www.douban.com/people/catbaron/,力荐,"
                    2016-09-17
                ",851
" 不要在那里强行洗白强行和好了。亲身经历过霸陵，每天在学校就像是地狱，我永远不会原谅那些人。
        ",声之形 短评,啾咪,https://www.douban.com/people/67278708/,很差,"
                    2017-06-02
                ",468
" 小题大作的少年们，粗糙的画面，没有逻辑的剧情，满满的郭敬明式忧伤。之前说诚哥投机取巧……的确还是比这种作品好得多。
        ",声之形 短评,1025anne,https://www.douban.com/people/54831258/,较差,"
                    2017-04-06
                ",432
" 最好奇王晶从哪里弄来这么多这么丑的女演员。。导演的品味毁了一切，以及非常努力的假正经。。
        ",追龙 短评,华盛顿樱桃树,https://www.douban.com/people/49213881/,较差,"
                    2017-09-29
                ",68
" 三星半。稳妥入国庆档第一梯队，不拍《澳门风云》、《王牌逗王牌》的王晶，其实还是很可怕的，而且，这回终于没坑刘德华了。另外，推荐有条件还是看粤语吧，不然对不起近年来奉献了几乎是最多台词量和最好文戏的甄子丹。以及真不考虑给本片最强绿叶郑则仕的角色拍个新外传吗，人家好歹是两届金像影帝~
        ",追龙 短评,痞影人科莱昂,https://www.douban.com/people/pirealwei/,推荐,"
                    2017-09-30
                ",117
" 呵呵，这就是王晶现在的水准上限？
        ",追龙 短评,chongbei,https://www.douban.com/people/niguize/,较差,"
                    2017-09-20
                ",86
" 粤语版好评。低期待去看，还蛮惊喜。甄子丹刘德华及一众配角演得很卖力，没啥让人尴尬扶额出戏之处。只是枪战戏过弱，兄弟死亡必煽情，有时说教味太重。跛豪与雷洛的故事绝非一部电影体量能承载，本片也不乏俗套和敷衍。但绝对是烂片王10年来最好作品。比《大上海》高出一万个澳门风云123吧。三星半
        ",追龙 短评,汪金卫,https://www.douban.com/people/longzheking/,推荐,"
                    2017-09-20
                ",150
" 你的名字、在这世界的角落、声之形代表了动画的哪三种面向很有意思。而京阿尼的就算再精致再有艺术感，也还是属于宅的。这种艺术感不同于新海诚对大众友好的CG唯美，也不同于在这世界的角落的那种艺术片感觉，而始终带有亚（宅）文化的味道（比如说场景和细节再写实，也还是有一种深层次的fetish味道）
        ",声之形 短评,离净语,https://www.douban.com/people/johnvivi/,推荐,"
                    2017-05-17
                ",315
" 能正常点讲一个故事吗？？？？全程尿点
        ",声之形 短评,清澈的勇气,https://www.douban.com/people/heenim18/,很差,"
                    2017-03-19
                ",350
" 有这个时间我应该去二刷诚哥的……诶。
        ",声之形 短评,冰雪聪明shi,https://www.douban.com/people/shiho4869/,还行,"
                    2016-09-17
                ",426
" 真是可怕的片子。除了妹妹和奶奶，每个角色都很虚伪很恶心，川井和植野两个bitch，我欺负你不对，可是被欺负的你错才最大啊！可怕的是，受害者还要给当年的加害者一一道歉，最后这群人还其乐融融地在一起了。确实是加害者们看了会开心的片子。听障只被用来当噱头，换成别的障碍也说得通。导演真恶心！
        ",声之形 短评,阴晴不定野兔君,https://www.douban.com/people/59109118/,很差,"
                    2017-08-27
                ",235
" 看到一半看不下去了。这叫一个矫情啊天啊，好歹我忍了日剧矫情这么多年的人都无法忍受。更夸张的是矫情的点居然在石田而不是西宫身上。要是消费校园欺凌，就别用听障人士当噱头；要是消费理解和成长，就别用欺凌当噱头。这电影到底拍给谁看的？加害者还是受害者？导演难道天真地认为二者一定相互理解？
        ",声之形 短评,Lara.Green,https://www.douban.com/people/laragreen/,较差,"
                    2017-09-03
                ",182
" 王晶的【大上海】2.0版 by TVB摄影棚出品
        ",追龙 短评,荔枝超人,https://www.douban.com/people/richer725/,较差,"
                    2017-09-18
                ",53
" 前有《跛豪》《五亿探长雷洛传》，《追龙》需要兼顾两者的角色下，在深度上做出取舍。加上剧情横跨多年，好在整体节奏明快，从而可以掩饰在交代角色方面的不足。片中三次由不同人口中讲出“打断你的腿”，为这个宿命的人物打下伏笔。一定要看粤语版，粤语对白口音满是潮州腔粤语，国语则翻成了南洋人。
        ",追龙 短评,大奇特(Grinch),https://www.douban.com/people/grinch/,还行,"
                    2017-09-30
                ",33
,追龙 短评,,,,,
,追龙 短评,,,,,
" 本来看前半段还一度被触动到了，但后半段走向直线下滑啊，高冷耍帅不断闯祸的男主不就是现实中霸道总裁的化身吗，一段纯情的同学之恋竟演变成了一出玛丽苏狗血剧，部分情节竟然还有发展成多角恋的意图和趋势，剧情还拖那么长，唉，罢了罢了...最后，导演是恋腿狂人吗，给这么多腿部特写有何意义？
        ",声之形 短评,痞影人科莱昂,https://www.douban.com/people/pirealwei/,还行,"
                    2017-05-17
                ",165
" 当《你的名字》紧张揪心的气氛还笼罩着9月的东京，《声之形》悄然上映了。显然在前者的对比下，它略显平淡，但平淡不等于平凡。与诚哥写意的小说风与之相反，京阿尼一贯的细腻对于神态动作上的刻画太过出色。一个眼神，一个手势，甚至是嘴角微微的颤抖都在推动着剧情的发展。今年最棒的两部动画！
        ",声之形 短评,観布子,https://www.douban.com/people/69282322/,力荐,"
                    2016-09-18
                ",364
" 京阿尼“技术+艺术”水准越来越强，可惜故事散发了一股“一朵花”的矫情，缺少京阿尼以往的克制
        ",声之形 短评,xxhhcc,https://www.douban.com/people/xxhhcc/,还行,"
                    2016-10-14
                ",161
" 不是特别理解这个电影，两星半
        ",声之形 短评,桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,还行,"
                    2017-09-08
                ",111
" 一锅狗血
        ",声之形 短评,木山七,https://www.douban.com/people/51105442/,较差,"
                    2016-09-24
                ",148
" 可能是太久没看日本电影了 先是何者再是这部 都让人觉得有点不必要的长 快到结局处的磨磨叽叽洒狗血一言难尽 最不能理解的就是男主从四五层楼摔下来竟然没半身不遂 忽然就醒了忽然就在大半夜冲到桥上和女主相会了……  扭曲的故事扭曲的日本人 京阿尼再细腻也救不了这狗血三大盆的剧情
        ",声之形 短评,幼银,https://www.douban.com/people/annsniper/,还行,"
                    2016-10-19
                ",130
,声之形 短评,,,,,
,声之形 短评,,,,,
" 1.7/10，太差了！人物和节奏在开场几分钟就开始崩坏，还不如《煎饼侠》！就喜剧而言基本是低俗和无下限，本质上不算喜剧。剧作问题真挺大的，没一个人物是完整的，前面人物性格和铺垫缺太多，结局再High情绪也推不上去。就音乐而言不好看不热血，打摇滚旗号不好好叙事真很LOL，何况还没摸到摇滚内核！
        ",缝纫机乐队 短评,二月鸟语,https://www.douban.com/people/p2165/,很差,"
                    2017-09-12
                ",1762
" 谈不上失望，因为本身就是带着非常低的期待看的，明显还在套《煎饼侠》的模式，而且并不比其高明，后半段借着摇滚的主题一路跑偏，胡煽瞎燃，毫无电影感，这个卖情怀上瘾的大鹏基本可以拉入黑名单了。最后给片方一个衷心的建议，这片更适合在大年初一上映，至少丢在贺岁档那坨里基本分不出个高低。
        ",缝纫机乐队 短评,痞影人科莱昂,https://www.douban.com/people/pirealwei/,很差,"
                    2017-09-11
                ",1482
" 实在太土，不是乡土味的土，是土鳖的土
        ",缝纫机乐队 短评,LOOK,https://www.douban.com/people/2049622/,很差,"
                    2017-09-29
                ",1161
" 好个摇滚，看得想打滚。制作上比《煎饼侠》有进步，尤其几次无缝转场，可以说非常电影了。但乐队搭成后，讲段子的本性又暴露了。叽歪三人组加乔杉，完全不让听音乐，更像拼嘴炮。对摇滚的解释，依然停留在比🤘，摇大旗，人山人海呐喊，还有驾老炮刷老脸。有两处地方笑了，一是黑带，然后是读毕赣的诗
        ",缝纫机乐队 短评,木卫二,https://www.douban.com/people/MovieL/,较差,"
                    2017-09-23
                ",833
" 上次拍电影，这回组乐队，都带有大鹏一后一前的半自传色彩，这次还回到了大鹏的家乡集安。虽说创作模式是《煎饼侠》的延伸，但有显著进步。保留了明星客串与港片情怀的喜好，做到了去段子化，笑点自然，注重前后反差，用音乐理想拔高，燃！还有歌迷的传承。每首歌的节奏配合情节发展，自然流畅。
        ",缝纫机乐队 短评,大奇特(Grinch),https://www.douban.com/people/grinch/,推荐,"
                    2017-09-11
                ",1702
" 【C+】①比想象好看，整体各方面都比煎饼侠进步了。②包袱不新鲜，但甩的很有效果③大吉他公园依旧免不了被拆，怀有音乐梦想的男主最终也还是回了北京，虽然是屌丝喜剧的包装，内核却不是打鸡血的屌丝梦，而是丧失生活热情的人，对曾经理想的缅怀。“不去做，有些东西在你心里就真的死了”
        ",缝纫机乐队 短评,掉线,https://www.douban.com/people/ballteda/,推荐,"
                    2017-09-24
                ",1291
" 直到今年夏天才明白一个道理，不管是男人还是电影，俗到极致也算大魅力。
        ",缝纫机乐队 短评,shininglove,https://www.douban.com/people/2849243/,推荐,"
                    2017-09-25
                ",825
" 不仅尴尬，还土到数次引起生理不适...
        ",缝纫机乐队 短评,朝阳区白百合,https://www.douban.com/people/50060410/,较差,"
                    2017-09-29
                ",669
" 从某种程度上来说，和《芳华》分别属于一张磁带的AB两面，都讲述了时代洪流中的普通人在信念和理想崩塌后如何选择的故事，大鹏的处理方式更加积极乐观，“机灵”地用一场全民大摇滚规避了这个问题。新裤子《没有理想的人不伤心》选得真是太到位了，歌词和影像高度贴合，让人几欲落泪。
        ",缝纫机乐队 短评,芥末蘸酱,https://www.douban.com/people/FrankWasabi/,推荐,"
                    2017-09-24
                ",905
" 继“尬聊”，“尬舞”之后，又诞生了一个新词“尬摇”。把摇滚与“梦想”划等号是得有多中二啊，为啥修车和妇产科大夫就不能是一份有梦想的职业呢？千万群众举着大旗冲入工地让我穿越到了“大干快上”的集体化时代，上百位乐手同唱一首歌让我想起了新东方。大叔玩农金为的是自由还是投机，这是个问题。
        ",缝纫机乐队 短评,风间隼,https://www.douban.com/people/fengjiansun/,还行,"
                    2017-09-23
                ",218
" 三星半。成熟度比《煎饼侠》高。大鹏聪明地用音乐特别是回忆度极高的摇滚金曲串联全片，架构起的草根梦更易引发共情。选角出色，据说几个主演都是亲身上阵弹奏。弱点在于剧本构建仍有欠完善处，结尾集体煽情没刹住车，一身貂的发财总合理性弱。PS：摇滚老炮儿们一一客串加半星。
        ",缝纫机乐队 短评,泉の向日葵,https://www.douban.com/people/boliwawa/,推荐,"
                    2017-09-24
                ",625
" 我坚持了两个小时就是看看有多烂，剧情俗套，情感无铺垫，全部演员演技集体不在线上。真的不是谁都可以做导演啊。中间几个笑点也是low到底了，稀稀拉拉的观众也是为了笑而尴尬了几声。烂片一个
        ",缝纫机乐队 短评,鱼儿,https://www.douban.com/people/4073793/,很差,"
                    2017-09-29
                ",324
" 把大吉他改成大鸡巴，整个片子的立意都会上升好几个level了！
        ",缝纫机乐队 短评,鬱蕭樓主,https://www.douban.com/people/yibaiwushitian/,很差,"
                    2017-09-24
                ",310
" 越到后面越是尬，喜剧，强煽，俗气。青春片旗号后当下吹着一股复古风，处理不好就是卖情怀，追随逝去迎合未来。大吉他某种程度看来就是强行的执念，失去了情感动机。毕竟人在哪，理想就在哪。你会见到谢天笑新裤子唐朝黑豹beyond斯琴格日乐麦田守望者露脸，感觉看了一场假的音乐节，仔细找找吧。
        ",缝纫机乐队 短评,刘小黛,https://www.douban.com/people/darlingtudai/,较差,"
                    2017-09-23
                ",315
" 如果胡亮自己就可以发传单找乐手，自己又认识那么多深藏不露的高手，为什么还要花重金找一个过气经纪人帮自己攒乐队？这故事根基不成立啊。再有，哪个地方政府会因为看到人们喜欢摇滚乐就放弃开发房地产？？这还是不是一个现实主义的故事？搞笑部分也很尴尬，只能依靠东北腔残存一点点喜感。
        ",缝纫机乐队 短评,frozenmoon,https://www.douban.com/people/1233038/,较差,"
                    2017-09-30
                ",156
" 基本上就是把【煎饼侠】和【欢乐好声音】重拍了一遍。
        ",缝纫机乐队 短评,荔枝超人,https://www.douban.com/people/richer725/,较差,"
                    2017-09-23
                ",262
" 大鹏拍的东西总让人说不上哪不舒服的感觉，硬搞笑，拉大旗扯虎皮。
        ",缝纫机乐队 短评,哲罗,https://www.douban.com/people/153360745/,很差,"
                    2017-09-29
                ",255
" 邦佳维真是笑死了啊哈哈哈哈，有给版权费吗？作为一个曾经的音乐节咖，新裤子出来的时候还是很感动的，整体流畅完成度不错，值得鼓励，大鹏上一部电影这一部摇滚，下一部会是话剧？绘画？看展？养花？读书？黑文艺青年
        ",缝纫机乐队 短评,栗山暖,https://www.douban.com/people/m19900714/,推荐,"
                    2017-09-21
                ",382
" 第一次几个人亮本事，贝斯一响我眼泪就下来了。不用为了什么而唱，不为什么，音乐本身就是全部的理由啊。它就是值得不惜一切代价去爱，值得为它扛过暴雨与棍棒，值得为它孤独和贫穷，值得为它脑血栓死在台上。艺术水平分高下，但坚持的心都一样烫啊，谁看到片尾能不燥！（大鹏乔杉无感，娜扎小岳岳赞）
        ",缝纫机乐队 短评,隔壁山田组组长,https://www.douban.com/people/vitaminJ/,推荐,"
                    2017-09-23
                ",768
" 坦白讲，比《煎饼侠》好了太多，你能看出大鹏的进步很大。故事还是老套的小人物追逐摇滚梦想的设定，但是这部在人物塑造和情节铺垫上的完成度竟出乎我预料的还不错，大鹏利用到了自己身上“东北”式喜剧的优点，他的“俗”可耐，且可乐，也能打动你，像写了一封对摇滚虽略显笨拙但却很真挚的情书。
        ",缝纫机乐队 短评,文刀大土申,https://www.douban.com/people/88652488/,推荐,"
                    2017-09-23
                ",672
,缝纫机乐队 短评,,,,,
,缝纫机乐队 短评,,,,,
" 相比驴得水，这才是最不像电影的作品。段子老梗堆砌，动作表情浮夸用力，某几处确实好笑，可是没有留下像马冬梅之类的深刻桥段。惯用停格后的转场制造笑话，上山学艺把剧情引向更无逻辑的梦幻童话，完全不用猜的一路到底大欢乐。一剪梅出场被滥用，感觉再次被消费，还能有一点点深意吗？还不如缝纫机呢
        ",羞羞的铁拳 短评,刘小黛,https://www.douban.com/people/darlingtudai/,很差,"
                    2017-10-01
                ",216
" 马丽艳光四射，超越了女星的美。
        ",羞羞的铁拳 短评,琦殿,https://www.douban.com/people/yyy18n/,2017-09-30 15:30:56,,143
" 男女换身本就是个相当老套的题材，笑点也不高明，除了马丽的表演有一些细节，沈腾有些自带的喜感外，真的比较尬。
        ",羞羞的铁拳 短评,大奇特(Grinch),https://www.douban.com/people/grinch/,很差,"
                    2017-09-13
                ",146
" 3.5星吧，开心麻花电影感最强的一部，但还存在佳句多于华章的老毛病，前15分钟略显尴尬，后面水银泻地般的“错位”笑料才是亮点，学艺段落爆笑指数达到顶峰，随后故事张力增加，是全片最像电影的地方，但笑料稍逊，融合竞技元素带来固定燃点，镜头感很强。摔爹+你的名字，好运来、秀念、老鹰蜜汁笑点
        ",羞羞的铁拳 短评,乌鸦火堂,https://www.douban.com/people/dreamfox/,推荐,"
                    2017-09-27
                ",300
" 乍看之下套路好像都对，但仔细一想，问题一大堆的类型。山上的部分是这部电影最大的败笔，尴尬至极。在男女换身上，从剧本到演员，对换身这事的理解和利用都很糙。反正一切都是为段子服务的，硬挠你笑，无论怎么看，我都喜欢不来了。
        ",羞羞的铁拳 短评,亵渎电影,https://www.douban.com/people/zhangzongqian/,较差,"
                    2017-10-02
                ",110
" 影院里大家“哈哈哈哈哈哈哈”笑完一波，有个没收住的女孩子又“哈哈哈哈哈”了一波
然后大家就又“哈哈哈哈哈哈”了一波  超开心的！
        ",羞羞的铁拳 短评,黄哈哈,https://www.douban.com/people/146912145/,力荐,"
                    2017-09-30
                ",193
" 好看好看 今年最好笑的喜剧片
        ",羞羞的铁拳 短评,李野,https://www.douban.com/people/euraka1988/,力荐,"
                    2017-09-27
                ",245
" 3星半吧。一剪梅男孩客串是惊喜，整体从故事梗到各种笑点梗都太老了。。。然后马丽“变性”之后的反差弱了很多，因为她本身就是爷们性格啊。。。前年夏洛教煎饼侠什么是“没有对比就没有伤害”，今年我觉得反过来了。
        ",羞羞的铁拳 短评,what'swilliam,https://www.douban.com/people/52286623/,还行,"
                    2017-09-30
                ",193
" 太垃圾，沈腾的笑点就只有预告片那点。还是没有缝纫机乐队的好看。。。。
        ",羞羞的铁拳 短评,安静,https://www.douban.com/people/3381204/,很差,"
                    2017-09-30
                ",159
" 看的尴尬癌就要犯了
        ",羞羞的铁拳 短评,Sannyas,https://www.douban.com/people/SANNYAS7/,较差,"
                    2017-09-30
                ",182
" 剧情老套，台词低俗，但是那又什么关系，电影为什么一定要搞得高大上晦涩难懂，全场观众从头笑到尾，笑出眼泪不就够了么，强力推荐铁拳
        ",羞羞的铁拳 短评,静待花开,https://www.douban.com/people/2123968/,力荐,"
                    2017-09-19
                ",260
" 全程都在笑,不过笑点很低俗
        ",羞羞的铁拳 短评,丝丝细雨168,https://www.douban.com/people/140457119/,较差,"
                    2017-09-23
                ",174
" 一场脑洞大开精心策划的换身笑料，一个奇思妙想融入多种元素的告白，然而在我看来影片主要说的是关于选择与被选择，坚持与被坚持，正义与非正义，理解与被理解之间的较量与人生哲学；在物欲横流的时代，每个人的生活都不能自己去掌控，而我们所能做的，或许只有用自己的“拳头”去决定属于自己的人生。
        ",羞羞的铁拳 短评,如墨画卷,https://www.douban.com/people/127665862/,力荐,"
                    2017-09-23
                ",201
" 太可怕了，烂片都开始互相致敬了
        ",羞羞的铁拳 短评,Doze 豆子,https://www.douban.com/people/81134195/,较差,"
                    2017-10-01
                ",113
" 及格，在探索喜剧这条路上，现阶段国产中还没有能做的比开心麻花更好更接地气的，在俗与雅之间找到了一个很好的平衡点。你看，人家也不是专业出身，照样开始慢慢摸到了门路。想问下其他转行拍电影做喜剧的人羞不羞。
        ",羞羞的铁拳 短评,痞影人科莱昂,https://www.douban.com/people/pirealwei/,还行,"
                    2017-09-30
                ",116
" 各种类型大杂烩，只为一心取悦观众，这种创作初衷是很好的（不像隔壁某鸟硬生生塞进一堆歪瓜裂枣的个人好友完成自己私人的“梦想”）。不过个人感觉（非开心麻花粉）叙事流畅度和笑点都不如【夏洛特烦恼】。
        ",羞羞的铁拳 短评,荔枝超人,https://www.douban.com/people/richer725/,较差,"
                    2017-09-27
                ",101
" 拳拳打到笑肌的笑点，而且不讲价值观只说了些梦想励志的事情，正直许多。高潮的地方电影院是肯一边笑一边鼓掌的，这大概就是好喜剧的模样。和《夏洛特》比，艾伦瘦了，马丽老了，沈腾胖了，开心麻花还能继续~
        ",羞羞的铁拳 短评,团小纸,https://www.douban.com/people/skymoto/,推荐,"
                    2017-09-26
                ",135
" 剧情狗血、段子烂俗、笑点肉麻、全片无聊乏味尴尬至极，与《夏洛特烦恼》完全不在一个档次上。
        ",羞羞的铁拳 短评,易老邪,https://www.douban.com/people/ljgyhj/,很差,"
                    2017-10-01
                ",100
